1813,36.3
2763.6,483.8
4139.8,172.3
1429.2,73.6
3237.5,302
142.3,756
1025.6,634.9
3329.7,98
3058,269.1
2388.9,110.1
1636,116.8
3059.8,126.3
2875.4,168.9
208.1,82.2
3268.2,281
3535.7,259.2
512.3,307.2
1317.9,63.2
105.9,85.1
2709.6,280
2586.1,191.4
2694,88.5
2549.9,131.6
2697.2,117.5
1002.2,532.8
1751.4,105.5
2346.9,84.7
2930.5,295.2
1725.1,399.2
2482.5,503.3
1887.9,194.4
2304.6,433.4
2539.7,49.6
2933.8,142.1
3361.3,407.3
3051.8,96.2
882.8,89
2885.5,357.4
3658.7,23
3863.8,185.7
3185.8,326
3197.2,281.7
746.6,450.8
3176.8,152.8
2345,255.2
2544,218.5
1999.6,477.8
3390.6,48.8
317.1,995.2
3642.8,325
3575.3,286.8
2575.6,251.1
2514.4,333.4
3893.9,172.7
3111.1,232.2
4006.6,43.7
2034.3,364.5
1994,324
74,31.6
2432.7,251.5
3430.4,805.9
3248.3,164.1
3708.3,316.9
3521.7,447.6
1432.5,362.5
2409.1,130.3
3542.4,11.4
2953,86.2
1865.6,901.5
3475.8,15
3495,318.1
1864.7,610.2
2821.4,60.5
2704.4,120.9
1244,59.9
620,77.9
2731.2,697.3
2307.2,356.3
1324.8,72.9
2194.3,113.8
166.3,67.4
1369.3,74.2
2666.9,127.5
3186.2,12.1
3257.7,52.5
1466.9,23.6
676.1,143.1
3217.2,44.5
1369.7,285.8
828.9,77.4
254.2,101.9
1812.4,306.1
4064.6,107.3
1122.5,123.4
270.1,129.4
3617.8,93.1
98.9,23.1
1032.8,31.9
3656.8,37
30.3,61.4
3859.7,14.9
1721.3,87.9
3116.3,433.3
248.2,50
3147.5,357.6
2911,516
3164.3,100.9
3862,285.6
1081.3,24
3134.8,254.5
84.2,45.6
3811,30.8
3047.7,212.9
217.7,338.1
2168.1,166
39.9,39.4
2228.4,104.5
3518,34.5
51.4,4
352.6,6.6
3097.5,68.8
3807.4,14.5
2371.5,579.1
3857.2,47.3
3406,123.2
331.9,143.9
3872.1,11.2
2236.5,128.1
1208.3,97.9
3012.1,98.2
3668.5,28.3
224.6,152.2
325.4,104.7
826.2,523.7
34.7,29.5
75.5,228
17.9,40.3
929.7,204.7
3691.8,41.8
1171.6,203
304.6,17
3655.2,257.5
1983,1923.6
2589.4,2872.4
107.9,353.4
2951.9,186.6
4633,629.7
3265,46.1
3467.1,224.4
360,692.7
266.5,217.8
2376.3,56.5
3201.2,361.5
3173.8,43.6
3145.8,388.2
