,,,,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6
,,,,1:AX:40,1:AX:40,2:AX:36,2:AX:36,1:AX:40,1:AX:40,2:AX:36,2:AX:36,1:AX:40,1:AX:40,2:AX:36,2:AX:36,1:AX:40,1:AX:40,2:AX:36,2:AX:36,1:AX:40,1:AX:40,2:AX:36,2:AX:36,1:AX:40,1:AX:40,2:AX:36,2:AX:36,1:AX:40,1:AX:40,2:AX:36,2:AX:36
irradiation,position,label,date,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time
NA,NA,AX-Air#1,21-Mar-2013 12:00,4737.0115636638,37.355848,15.6853145268,52.007392,4683.4295532343,67.016848,15.5926284054,81.649392,4629.2158960927,96.517848,15.3991685725,111.150392,4576.3112525657,126.018848,15.2541777217,140.672392,4523.9701860732,155.515848,15.0986097615,170.148392,4470.7732508069,185.017848,14.8967120706,199.662392,4419.9679194464,214.519848,14.8114109077,229.151392
NA,NA,AX-Air#2,21-Mar-2013 12:00,4738.5409055338,37.367848,15.7096189354,52.016392,4683.0995643476,66.744848,15.6503442878,81.376392,4628.8004602065,96.225848,15.43028663,110.866392,4576.2885488444,125.746848,15.2526521961,140.379392,4523.4176019405,155.245848,15.1597660371,169.898392,4472.011289052,184.747848,14.9809063149,199.398392,4419.46727275,214.247848,14.8239220914,228.892392
NA,NA,AX-Air#3,21-Mar-2013 12:00,4739.7498906691,37.375848,15.7957052096,52.008392,4683.871307019,67.185848,15.6597133011,81.839392,4630.1329048777,96.667848,15.5054297489,111.309392,4576.4170754237,126.189848,15.2793971377,140.841392,4524.4017521344,155.666848,15.1192129084,170.310392,4471.8630460962,185.187848,14.9820411366,199.807392,4420.5099714669,214.688848,14.7994303819,229.321392
NA,NA,AX-Air#4,21-Mar-2013 12:00,4747.3186600741,37.389848,15.7527201096,52.029392,4692.9029868813,66.766848,15.6315917851,81.419392,4638.5072090428,96.269848,15.5231048297,110.954392,4585.0527703376,125.745848,15.3584630318,140.419392,4532.0350415133,155.272848,15.1593165021,169.921392,4480.1259171842,184.769848,15.0066511887,199.402392,4427.9669937464,214.246848,14.8289177672,228.891392
NA,NA,AX-Air#5,21-Mar-2013 12:00,4742.8082981493,37.385848,15.8441544291,52.009392,4688.1872607719,66.715848,15.6707262436,81.336392,4634.8483223626,96.197848,15.4753798881,110.838392,4581.6120960218,125.714848,15.2900835249,140.367392,4529.0529020191,155.226848,15.1367810595,169.871392,4475.264119582,184.727848,14.9383219658,199.368392,4424.3730935233,214.228848,14.8102393739,228.868392
NA,NA,AX-Air#6,21-Mar-2013 12:00,4733.5698161743,37.357848,15.7263667657,51.981392,4678.7275618125,66.737848,15.6073482155,81.370392,4625.746615231,96.207848,15.463071469,110.839392,4572.4758509153,125.708848,15.233861037,140.361392,4519.7229234364,155.209848,15.0787788822,169.859392,4468.1790482857,184.707848,14.9702655824,199.340392,4416.1725756737,214.208848,14.7838986495,228.861392
NA,NA,AX-Air#7,21-Mar-2013 12:00,4735.7238276404,37.364848,15.7382717558,52.005392,4680.558975479,66.715848,15.6178224851,81.348392,4626.8819603329,96.256848,15.4920888837,110.876392,4573.5855882386,125.745848,15.2807310874,140.377392,4520.9801865492,155.247848,15.0931048287,169.883392,4468.8960782178,184.743848,14.9705382313,199.368392,4417.1654724848,214.245848,14.8280483115,228.879392
NA,NA,AX-Air#8,21-Mar-2013 12:00,4733.7861377562,37.376848,15.7573200379,52.028392,4678.9447622291,66.714848,15.6270879941,81.359392,4626.9057233768,96.244848,15.462253309,110.870392,4573.3042013466,125.733848,15.2729042927,140.359392,4519.9105916626,155.235848,15.167194448,169.859392,4468.5856313264,184.764848,14.9562279491,199.405392,4417.3845890268,214.249848,14.8292419712,228.886392
NA,NA,AX-Air#9,21-Mar-2013 12:00,4711.1845503245,37.368848,15.6961655774,52.000392,4657.5336444851,67.158848,15.5214169122,81.799392,4603.5572062156,96.654848,15.3466864525,111.280392,4551.3552091622,126.148848,15.2682170893,140.798392,4497.7603756539,155.646848,15.0563913216,170.298392,4447.3666774821,185.155848,14.8748157991,199.799392,4395.7150532268,214.649848,14.70555065,229.302392
NA,NA,AX-Air#10,21-Mar-2013 12:00,4732.1275186348,37.396848,15.6964530729,52.036392,4678.3160662702,66.716848,15.6171959423,81.370392,4624.5311345214,96.226848,15.4754019995,110.839392,4571.777559525,125.747848,15.2636699337,140.400392,4518.6624083648,155.224848,15.0884621381,169.866392,4467.135990667,184.715848,14.9892038077,199.347392,4416.7319556205,214.216848,14.7839207533,228.836392
NA,NA,AX-Air#1,13-May-2013 12:00,4693.2765079033,37.365848,15.5557028409,60.385784,4609.0001102469,83.634848,15.2503503383,106.676784,4525.8234699534,130.137848,15.0415819061,153.166784,4444.61718262,176.604848,14.8012971048,199.637784,4363.1894104917,223.114848,14.5396265105,246.155784,4285.4889687999,269.644848,14.3254647865,292.677784,4207.4730070965,316.146848,14.0765991923,339.155784
NA,NA,AX-Air#2,13-May-2013 12:00,4687.1362027273,37.368848,15.5429472899,60.389784,4602.3658767535,83.779848,15.3214026743,106.816784,4519.1186247096,130.268848,15.0396364387,153.310784,4437.9955233741,176.766848,14.7793730172,199.780784,4356.9934678741,223.289848,14.5218807602,246.310784,4278.1502671625,269.779848,14.2941195185,292.799784,4201.2900033959,316.309848,14.0881888811,339.339784
