,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6
,,,,1:H1:40,1:H1:40,2:AX:40,2:AX:40,3:L1:40,3:L1:40,4:L2:40,4:L2:40,1:H1:40,1:H1:40,2:AX:40,2:AX:40,3:L1:40,3:L1:40,4:L2:40,4:L2:40,1:H1:40,1:H1:40,2:AX:40,2:AX:40,3:L1:40,3:L1:40,4:L2:40,4:L2:40,1:H1:40,1:H1:40,2:AX:40,2:AX:40,3:L1:40,3:L1:40,4:L2:40,4:L2:40,1:H1:40,1:H1:40,2:AX:40,2:AX:40,3:L1:40,3:L1:40,4:L2:40,4:L2:40,1:H1:40,1:H1:40,2:AX:40,2:AX:40,3:L1:40,3:L1:40,4:L2:40,4:L2:40,1:H1:40,1:H1:40,2:AX:40,2:AX:40,3:L1:40,3:L1:40,4:L2:40,4:L2:40
irradiation,position,label,date,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time,Y,Time
NA,NA,FC-InterCalib#1,21-Mar-2013,4734.4802408109,33.342848,4716.4019150325,41.687848,4663.9791462775,50.036848,4582.3466180834,58.375848,4679.2607720571,66.776848,4660.9112781503,75.116848,4609.6174035224,83.445848,4528.6242590821,91.797848,4624.9484776183,100.185848,4606.9104172215,108.538848,4555.658802483,116.887848,4476.4318653704,125.214848,4570.6883331054,133.607848,4552.9324821348,141.955848,4501.8599923162,150.296848,4423.3407728049,158.645848,4518.1364569895,167.057848,4500.634158062,175.398848,4450.3803967038,183.746848,4373.1732769421,192.106848,4465.7960972112,200.494848,4447.6286012439,208.847848,4399.0828863491,217.184848,4322.347704652,225.536848,4414.1563463641,233.925848,4396.4611725928,242.277848,4348.5172100061,250.605848,4271.7486429608,258.958848
NA,NA,FC-InterCalib#2,21-Mar-2013,4344.396899603,11.285848,4327.3040282276,19.639848,4279.1239060025,27.986848,4205.3241962235,36.318848,4294.6725387514,44.707848,4278.1870012767,53.068848,4229.6314876267,61.416848,4155.8939030436,69.750848,4244.1594443342,78.138848,4229.0240392821,86.485848,4181.9667662335,94.827848,4107.5532604583,103.178848,4195.3619115012,111.587848,4179.2339415705,119.930848,4133.0791424273,128.277848,4060.1928346267,136.618848,4147.0455063931,145.018848,4130.860964964,153.378848,4085.3917290718,161.720848,4013.6084453298,170.059848,4099.5752121541,178.447848,4082.5902877031,186.808848,4038.1791709353,195.156848,3967.3312716343,203.516848,4051.608205024,211.929848,4036.1302358541,220.290848,3991.5556072887,228.646848,3922.5543904964,236.998848
NA,NA,FC-InterCalib#3,21-Mar-2013,3988.3896802476,11.311848,3972.3279415104,19.660848,3928.3710692673,28.000848,3860.7940699629,36.328848,3942.6214876566,44.729848,3927.4988332316,53.101848,3883.5630584225,61.449848,3816.1881849347,69.790848,3897.526886744,78.190848,3881.781886356,86.552848,3839.2808436742,94.912848,3771.4647090745,103.292848,3852.1004240145,111.672848,3836.5409795496,120.032848,3794.8207854845,128.388848,3729.2012928698,136.741848,3808.3607257664,145.141848,3793.2247964344,153.491848,3750.999534772,161.840848,3686.2454643963,170.199848,3764.3838869497,178.592848,3749.1332522033,186.940848,3708.3412770968,195.272848,3642.8815690444,203.612848,3721.1359159202,212.012848,3706.9693427996,220.361848,3665.610041758,228.702848,3601.6930886218,237.063848
NA,NA,FC-InterCalib#4,21-Mar-2013,3663.2975574325,11.318848,3647.8602957336,19.658848,3607.6950615618,27.990848,3545.0545558153,36.319848,3621.3506273811,44.719848,3606.1334258515,53.091848,3567.555147174,61.393848,3504.7333141721,69.742848,3579.6553035577,78.149848,3565.6352659517,86.490848,3525.7288610984,94.839848,3464.8840179715,103.196848,3538.5948786519,111.612848,3524.5111268551,119.961848,3485.4435538948,128.299848,3424.2362167905,136.651848,3497.9844929289,145.039848,3484.3696585804,153.392848,3445.9780279031,161.732848,3385.4908970407,170.060848,3457.5313961449,178.461848,3443.766769773,186.821848,3406.2396718123,195.161848,3346.752560414,203.509848,3417.95034201,211.922848,3404.9147740761,220.282848,3367.0305949944,228.638848,3308.0991122778,236.992848
NA,NA,FC-InterCalib#5,21-Mar-2013,3364.4223238193,11.306848,3351.6039594945,19.647848,3315.0735299953,27.994848,3256.892240434,36.325848,3326.4027128093,44.737848,3313.3420878127,53.094848,3276.3799220274,61.446848,3219.3921090839,69.804848,3288.7555332303,78.195848,3275.5713734116,86.545848,3239.1823387646,94.885848,3182.7129735184,103.216848,3251.0516964866,111.625848,3238.1794827952,119.977848,3202.9030858889,128.313848,3146.3050709462,136.666848,3213.7800874166,145.075848,3201.5399569067,153.434848,3165.3793241269,161.787848,3110.7704846412,170.128848,3177.7960890234,178.515848,3164.3219206856,186.845848,3129.8905628947,195.217848,3074.8813100208,203.544848,3140.252805971,211.935848,3128.3198243271,220.266848,3093.7831244992,228.614848,3039.7436853383,236.955848
NA,NA,FC-InterCalib#6,21-Mar-2013,3092.3941906501,11.272848,3080.2841776887,19.604848,3045.7697025427,27.940848,2992.6336682763,36.300848,3056.2802792117,44.713848,3044.8230485771,53.070848,3010.8325491066,61.411848,2958.2842553672,69.763848,3021.24387982,78.183848,3010.4815665889,86.532848,2976.785367735,94.880848,2924.2052608823,103.222848,2987.6385015517,111.615848,2974.7613718929,119.963848,2942.1256263447,128.311848,2891.3927571901,136.675848,2953.4894473391,145.084848,2942.3336257713,153.421848,2908.8662834052,161.802848,2859.2354680705,170.151848,2919.4532805852,178.551848,2907.9816403705,186.884848,2875.5418041369,195.223848,2826.1780256734,203.584848,2886.7322302241,212.004848,2875.1416440881,220.352848,2843.3809557109,228.685848,2793.6529191821,237.022848
NA,NA,FC-InterCalib#7,21-Mar-2013,2841.7468524584,11.295848,2830.9861867628,19.635848,2799.617441002,27.995848,2750.5110594946,36.312848,2808.7931990794,44.723848,2798.874124086,53.084848,2767.364968212,61.433848,2718.57150132,69.773848,2777.1966132622,78.164848,2766.6113357959,86.513848,2736.5221500716,94.861848,2687.6671349889,103.173848,2745.7840145713,111.583848,2735.2227758352,119.932848,2704.9222348442,128.271848,2658.4439246123,136.625848,2714.8080528328,145.013848,2704.1554994007,153.361848,2674.1626611254,161.702848,2627.8089507949,170.055848,2684.1755107232,178.463848,2673.0978098651,186.823848,2643.3692543368,195.172848,2597.4440807499,203.533848,2652.8122520436,211.942848,2642.9446801476,220.282848,2613.8510060043,228.643848,2568.7820154779,236.995848
NA,NA,FC-InterCalib#8,21-Mar-2013,2612.5408315147,11.331848,2602.1514580039,19.678848,2573.8673686988,28.018848,2528.6346413436,36.371848,2583.0725245756,44.781848,2572.4703546309,53.120848,2544.3709171319,61.469848,2499.8739671973,69.809848,2553.1964206522,78.189848,2543.6750908911,86.538848,2515.5540073897,94.886848,2471.4113016063,103.231848,2524.454499867,111.620848,2514.3387211276,119.968848,2486.7836655713,128.309848,2443.9556251249,136.678848,2495.8660666561,145.078848,2486.1172814965,153.411848,2458.3341570422,161.751848,2415.9828473128,170.091848,2467.0431783645,178.520848,2457.9438689575,186.860848,2430.9140770306,195.208848,2388.5290630498,203.561848,2440.1592892298,211.958848,2430.1239956282,220.310848,2403.1232271034,228.650848,2361.622406062,236.979848
NA,NA,FC-InterCalib#9,21-Mar-2013,2402.5067064475,11.302848,2393.0048504341,19.642848,2366.2977958568,27.974848,2324.8911465061,36.323848,2374.3113709423,44.735848,2365.3193278589,53.084848,2339.9350520338,61.432848,2298.5413948481,69.773848,2348.4980956392,78.145848,2339.3536010221,86.513848,2312.682406379,94.853848,2272.8985004945,103.174848,2321.11774168,111.563848,2312.3579397022,119.915848,2286.665960704,128.256848,2246.8261371488,136.608848,2294.7222510806,144.997848,2286.1524437837,153.353848,2261.6652079265,161.705848,2221.4244028096,170.033848,2269.4907783921,178.445848,2260.4745337759,186.783848,2235.9775677441,195.135848,2197.0916036055,203.484848,2242.9988825791,211.885848,2235.0658694208,220.257848,2210.2851516398,228.593848,2171.5991773521,236.945848
NA,NA,FC-InterCalib#10,21-Mar-2013,2209.2899417227,11.295848,2200.9128655539,19.635848,2176.1989449856,27.992848,2138.3699141145,36.343848,2183.9276383241,44.732848,2176.1834224424,53.086848,2152.1754258535,61.434848,2114.6393248276,69.793848,2159.3563344959,78.182848,2150.8451989602,86.535848,2127.3613469302,94.894848,2090.286818048,103.255848,2135.6912202339,111.671848,2127.1114132267,120.043848,2103.8203552669,128.372848,2066.769855069,136.705848,2110.9694581649,145.104848,2102.4665234138,153.453848,2079.8403986099,161.806848,2043.8288961863,170.141848,2086.9300701793,178.543848,2079.4887878681,186.883848,2055.9368923304,195.231848,2020.808670184,203.592848,2063.6725093547,211.972848,2055.7670147584,220.372848,2032.894016796,228.693848,1997.6158004787,237.045848
NA,NA,FC-InterCalib#1,13-May-2013,4709.170756119,33.335848,4690.5295039281,41.694848,4638.2760030654,50.027848,4558.756173511,58.367848,4653.6145252756,66.769848,4636.7172125425,75.104848,4585.1884427125,83.436848,4506.1925934873,91.786848,4599.7483533052,100.177848,4581.6396949644,108.526848,4531.7831272662,116.858848,4452.459600104,125.206848,4546.8239843585,133.599848,4530.0369010341,141.956848,4479.4670638237,150.291848,4402.2396818724,158.636848,4494.6570124368,167.036848,4476.6916846916,175.369848,4427.4878450255,183.708848,4351.4848062507,192.037848,4442.3382595088,200.425848,4425.2120087874,208.765848,4376.3303643174,217.116848,4301.8912710208,225.467848,4391.960394051,233.858848,4374.7045496897,242.210848,4326.1222815539,250.546848,4251.547825969,258.899848
NA,NA,FC-InterCalib#2,13-May-2013,4270.9383723424,11.314848,4254.9586693024,19.667848,4208.1529316326,28.003848,4134.9024255533,36.356848,4221.7946201775,44.764848,4206.3384659165,53.104848,4159.3979619967,61.453848,4088.3456590931,69.805848,4174.085134223,78.205848,4158.9141157731,86.555848,4112.1612910374,94.883848,4040.9002067889,103.214848,4126.6451515286,111.625848,4110.1183695378,119.956848,4064.8272656541,128.305848,3994.8644882656,136.646848,4078.6163288683,145.025848,4063.0813661471,153.366848,4018.2496844335,161.706848,3948.8702744833,170.046848,4031.9418291072,178.435848,4017.3093808271,186.764848,3972.5635597285,195.097848,3903.9207362672,203.445848,3985.9119993606,211.853848,3970.9742255564,220.205848,3927.7669673626,228.565848,3859.4863106994,236.906848
NA,NA,FC-InterCalib#3,13-May-2013,3877.2289966091,11.315848,3862.2631894518,19.682848,3819.6951022943,28.011848,3754.3720680541,36.343848,3833.1848176662,44.714848,3818.6415894969,53.065848,3775.6996796698,61.414848,3711.3322087996,69.759848,3789.5196200566,78.155848,3774.6898649308,86.491848,3733.3943665293,94.846848,3668.4383744353,103.174848,3745.6538438698,111.585848,3731.4067603035,119.924848,3690.4090620941,128.276848,3626.8497199982,136.615848,3703.072736267,145.023848,3689.3183208449,153.382848,3648.6763829076,161.723848,3585.4690881519,170.062848,3661.2360368306,178.455848,3647.799932316,186.783848,3607.2712782356,195.152848,3544.3414210576,203.494848,3618.8495907242,211.875848,3605.8105466777,220.223848,3566.1528751472,228.564848,3503.9918456817,236.913848
NA,NA,FC-InterCalib#4,13-May-2013,3522.0409374294,11.305848,3508.5587793046,19.650848,3469.7463509515,28.006848,3409.0390187515,36.339848,3480.9403631869,44.728848,3468.6939800957,53.080848,3429.5767222348,61.409848,3370.009121137,69.769848,3441.1966264263,78.177848,3429.3682392392,86.509848,3390.8497897328,94.850848,3332.5764483867,103.197848,3403.2293364206,111.578848,3388.9415350794,119.938848,3352.7591980055,128.278848,3294.2057004563,136.608848,3364.2532670891,145.019848,3351.8843827131,153.348848,3314.2554194058,161.697848,3256.8231807053,170.047848,3325.6891025562,178.488848,3312.8002098508,186.828848,3276.6780435458,195.188848,3220.0519462616,203.516848,3287.7610355778,211.897848,3275.2414101798,220.250848,3239.0051798066,228.590848,3183.1835452602,236.950848
NA,NA,FC-InterCalib#5,13-May-2013,3199.6274584774,11.315848,3187.2314836118,19.657848,3151.6919159018,28.005848,3097.500980496,36.333848,3162.1790445144,44.725848,3150.2745211466,53.086848,3116.1853866621,61.435848,3061.6956759752,69.767848,3126.4790813393,78.156848,3114.8330593547,86.505848,3080.5800086383,94.864848,3027.7898948578,103.218848,3091.8287105594,111.613848,3080.1201318437,119.966848,3045.5689028512,128.314848,2993.2095351537,136.647848,3056.1562272145,145.054848,3044.5707596148,153.395848,3010.7542345649,161.743848,2959.2301352817,170.084848,3021.3345234745,178.496848,3010.5149903206,186.856848,2977.1060723557,195.206848,2926.0992016523,203.554848,2987.1497115541,211.947848,2976.6400209619,220.284848,2942.9989123743,228.620848,2892.9395162819,236.957848
NA,NA,FC-InterCalib#6,13-May-2013,2906.8728258201,11.305848,2896.6552651632,19.646848,2863.9218583047,27.994848,2815.3604434932,36.326848,2874.4556776485,44.764848,2863.3401392797,53.103848,2832.4830883482,61.455848,2782.7372701926,69.804848,2841.2627695462,78.177848,2831.0218332471,86.506848,2799.1271770533,94.853848,2751.1439277878,103.206848,2809.8159484032,111.615848,2798.6146985417,119.957848,2768.1054462469,128.304848,2720.6335222907,136.666848,2777.4420781178,145.075848,2767.5910948027,153.436848,2736.7831577353,161.785848,2689.8312477537,170.145848,2746.3324744959,178.553848,2735.8534554206,186.893848,2705.7851544719,195.215848,2659.0924166604,203.555848,2715.8647420493,211.944848,2705.381193074,220.301848,2675.6466779948,228.644848,2629.0661423692,236.985848
NA,NA,FC-InterCalib#7,13-May-2013,2642.8272671278,11.319848,2633.4135743649,19.651848,2603.7288187755,28.000848,2558.8114107112,36.361848,2613.0613594278,44.782848,2602.5465846917,53.131848,2574.4283820704,61.462848,2529.9266224402,69.798848,2583.6452544242,78.200848,2573.6532352447,86.560848,2544.5986152663,94.920848,2501.4452001474,103.269848,2553.8933532733,111.690848,2544.9273661512,120.049848,2516.425196719,128.413848,2473.127834913,136.762848,2525.4011561114,145.172848,2515.8800740666,153.532848,2487.6974077528,161.880848,2445.1263860584,170.212848,2496.4036394492,178.602848,2487.9146962698,186.940848,2460.229355876,195.279848,2417.759782353,203.620848,2468.359896514,212.012848,2460.0490843929,220.360848,2432.6457244388,228.714848,2390.5682159098,237.050848
NA,NA,FC-InterCalib#8,13-May-2013,2402.7758664652,11.286848,2393.3401786409,19.639848,2366.6280192737,28.003848,2326.8485133944,36.348848,2376.0796479187,44.757848,2367.2503836389,53.117848,2340.6922027191,61.457848,2301.1250954546,69.790848,2348.8880350731,78.190848,2340.3005160017,86.527848,2314.0840659548,94.879848,2274.5592726381,103.219848,2322.314456598,111.627848,2314.2943578645,119.989848,2288.5652437836,128.329848,2248.9451916105,136.689848,2296.2413250316,145.110848,2287.8066274033,153.467848,2262.946037256,161.798848,2223.7449245409,170.147848,2270.1609258004,178.557848,2261.7624934296,186.897848,2237.632925798,195.250848,2198.4510875734,203.598848,2245.5752987321,212.027848,2237.5664865151,220.367848,2212.0506865407,228.707848,2174.2541678826,237.040848
NA,NA,FC-InterCalib#9,13-May-2013,2185.5575603892,11.319848,2177.2276195611,19.667848,2153.1817206634,27.996848,2116.1658143347,36.357848,2160.5249361926,44.749848,2152.6408867002,53.097848,2129.1823527649,61.451848,2092.6876978004,69.791848,2136.1318998279,78.188848,2128.9169594027,86.529848,2104.7944336535,94.877848,2068.6325474913,103.237848,2112.4507148381,111.586848,2105.1778391974,119.927848,2081.5599194823,128.279848,2045.5208180956,136.608848,2089.1202748075,145.020848,2080.8116027455,153.376848,2058.1466101998,161.708848,2022.9696415426,170.036848,2065.7563509167,178.450848,2057.5399920454,186.789848,2035.1817496064,195.137848,2000.797614117,203.466848,2042.8206311436,211.870848,2035.2734163252,220.207848,2012.5714433404,228.546848,1978.015371674,236.887848
NA,NA,FC-InterCalib#10,13-May-2013,1987.9635766181,11.333848,1980.7822949142,19.693848,1959.2595575807,28.022848,1925.4494744086,36.370848,1966.320586311,44.791848,1958.0220781623,53.143848,1936.9714848077,61.483848,1903.7185584687,69.833848,1944.1306991792,78.213848,1936.7452334607,86.550848,1915.3220830821,94.883848,1882.749331582,103.212848,1921.8394274406,111.622848,1915.0086032167,119.971848,1894.6564196888,128.333848,1861.2327582013,136.673848,1900.4433949406,145.071848,1894.2529581004,153.403848,1872.661195144,161.763848,1840.8281541772,170.092848,1879.3126629716,178.472848,1872.999428021,186.824848,1852.6746307593,195.173848,1820.5897388198,203.513848,1858.3037772529,211.901848,1851.8429711618,220.242848,1831.0758931579,228.614848,1799.8091713701,236.970848
NA,NA,FC-InterCalib#1,14-Jun-2013,4668.3913691854,33.314848,4649.2882168014,41.646848,4597.5746273341,49.974848,4517.0446778562,58.314848,4612.686418093,66.746848,4596.0656417644,75.085848,4544.0982091237,83.417848,4465.0903498004,91.756848,4559.2565470964,100.145848,4541.0417008462,108.485848,4491.1463535418,116.825848,4412.633004657,125.174848,4506.5026225395,133.595848,4489.5477488235,141.915848,4438.4953301688,150.256848,4361.6015800714,158.584848,4454.3458693711,166.985848,4437.3325567921,175.345848,4388.3333662628,183.686848,4311.8366901206,192.033848,4403.2822956585,200.425848,4387.0006012592,208.746848,4338.2207761577,217.107848,4262.5348142465,225.443848,4353.5939590774,233.854848,4337.8723042638,242.206848,4288.7283238959,250.547848,4213.7130911896,258.895848
NA,NA,FC-InterCalib#2,14-Jun-2013,4235.4258597535,11.316848,4219.1610117769,19.674848,4171.6911875867,28.033848,4099.0635064888,36.365848,4186.8710448832,44.754848,4170.568058276,53.087848,4124.2823349642,61.426848,4053.248350277,69.764848,4138.1723839149,78.177848,4122.5749658994,86.524848,4076.8388443155,94.885848,4006.1042084297,103.213848,4091.0197681542,111.605848,4076.1022872526,119.953848,4030.6816313157,128.294848,3960.631837129,136.626848,4044.4023797872,145.023848,4029.1624463899,153.363848,3984.3832328874,161.725848,3914.9669541536,170.077848,3998.6663476158,178.485848,3983.6223435779,186.845848,3938.8318616714,195.194848,3870.4834507905,203.563848,3953.1760953704,211.963848,3938.4018133876,220.325848,3894.9707689074,228.664848,3827.0065237577,237.016848
NA,NA,FC-InterCalib#3,14-Jun-2013,3845.3412513457,11.320848,3831.9175813677,19.659848,3788.8919652337,27.999848,3722.8485945338,36.332848,3802.9143125732,44.721848,3788.1178818374,53.060848,3746.6187077396,61.402848,3680.6771190658,69.741848,3758.2287500516,78.151848,3744.3874366536,86.500848,3702.7053793955,94.860848,3638.4320644213,103.201848,3716.4902586902,111.605848,3701.8978445507,119.940848,3661.0552771329,128.291848,3597.4143532869,136.632848,3673.8157814759,145.033848,3659.309925204,153.368848,3618.837996675,161.702848,3556.6575951618,170.050848,3631.4809939703,178.463848,3619.0261179046,186.800848,3578.5331577155,195.132848,3515.621524723,203.479848,3590.9018392953,211.862848,3577.5752955053,220.222848,3537.6149226218,228.550848,3476.1479967422,236.899848
NA,NA,FC-InterCalib#4,14-Jun-2013,3493.3573860232,11.291848,3480.0193085421,19.639848,3441.9143096871,27.971848,3382.4386110516,36.320848,3453.8769379629,44.719848,3440.9283857744,53.085848,3401.9893387498,61.420848,3343.5807527281,69.761848,3415.2262902658,78.151848,3401.9837251602,86.500848,3364.102685011,94.851848,3305.1038393377,103.192848,3375.9802677302,111.593848,3363.4417837671,119.949848,3325.6356600808,128.309848,3268.4541069288,136.649848,3337.557196074,145.053848,3324.831375998,153.391848,3287.8294898025,161.738848,3231.3590763462,170.090848,3299.3784794879,178.479848,3287.0366538636,186.819848,3251.0144908319,195.159848,3193.957962063,203.520848,3262.361918397,211.929848,3249.33702599,220.270848,3213.6254025424,228.619848,3158.574993213,236.959848
NA,NA,FC-InterCalib#5,14-Jun-2013,3174.7265440653,11.289848,3162.4221152137,19.642848,3128.2789352461,27.983848,3074.0069801971,36.302848,3138.0598708758,44.743848,3126.3760436232,53.080848,3092.0203379354,61.431848,3038.4923474321,69.772848,3103.1336008751,78.169848,3091.1793893326,86.501848,3057.6710553593,94.842848,3003.4587185451,103.171848,3067.9827305471,111.602848,3057.4491044501,119.944848,3023.2936104989,128.271848,2970.2224471818,136.611848,3033.7613154807,145.000848,3021.6607655789,153.344848,2989.0163708323,161.694848,2937.0467142471,170.042848,2999.4664692552,178.433848,2988.8448941917,186.782848,2955.2136575071,195.122848,2904.2388444756,203.471848,2965.8846432651,211.884848,2954.812922776,220.223848,2920.9517525162,228.571848,2871.2836658956,236.913848
NA,NA,FC-InterCalib#6,14-Jun-2013,2886.0270043547,11.340848,2875.2103513485,19.688848,2843.510139728,28.020848,2794.3337525775,36.361848,2853.1602564718,44.762848,2842.6556844563,53.101848,2811.069688061,61.450848,2762.0981342159,69.791848,2821.2888632148,78.191848,2810.3293167539,86.531848,2779.6362679161,94.880848,2731.4515518483,103.220848,2789.0978461872,111.630848,2779.0627351205,119.981848,2748.3889295291,128.322848,2700.8940324096,136.702848,2757.7908818927,145.128848,2747.234567553,153.470848,2718.0583761457,161.821848,2669.6446273742,170.161848,2726.8577158418,178.562848,2716.53591344,186.910848,2686.7666440239,195.262848,2640.3967936552,203.600848,2695.7889188819,212.003848,2686.2297103405,220.350848,2656.8591807417,228.699848,2610.4503189806,237.039848
